Order ID,Customer Name,Shipping Days
CA-2018-140872,Nick Radford,219.0
CA-2018-140872,Nick Radford,219.0
CA-2018-140872,Nick Radford,219.0
CA-2018-140872,Nick Radford,219.0
CA-2018-152275,Ken Heidel,219.0
CA-2018-156951,Ellis Ballard,219.0
CA-2018-156951,Ellis Ballard,219.0
CA-2018-156951,Ellis Ballard,219.0
CA-2018-156951,Ellis Ballard,219.0
CA-2016-104626,Daniel Raglin,219.0
CA-2016-104626,Daniel Raglin,219.0
CA-2016-104626,Daniel Raglin,219.0
CA-2016-104626,Daniel Raglin,219.0
CA-2017-118689,Tamara Chand,219.0
CA-2017-118689,Tamara Chand,219.0
CA-2017-118689,Tamara Chand,219.0
CA-2017-118689,Tamara Chand,219.0
CA-2017-118689,Tamara Chand,219.0
CA-2015-124723,Gary Zandusky,219.0
CA-2016-146290,Stuart Van,218.0
CA-2016-161242,Catherine Glotzbach,218.0
CA-2018-140053,Christina Anderson,218.0
CA-2015-152849,David Wiener,218.0
CA-2018-169124,Maria Bertelson,218.0
CA-2016-111703,Unknown,218.0
CA-2016-111703,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
CA-2018-140872,Unknown,218.0
US-2018-148362,Karen Ferguson,218.0
US-2018-148362,Karen Ferguson,218.0
US-2018-148362,Karen Ferguson,218.0
CA-2015-135755,Nathan Cano,218.0
CA-2015-135755,Nathan Cano,218.0
US-2018-148362,Unknown,217.0
US-2018-148362,Unknown,217.0
US-2018-148362,Unknown,217.0
CA-2015-135755,Unknown,217.0
CA-2015-135755,Unknown,217.0
CA-2016-146290,Unknown,217.0
CA-2016-161242,Unknown,217.0
CA-2016-111703,Karl Braun,217.0
CA-2016-111703,Karl Braun,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
CA-2018-140872,Nick Radford,217.0
US-2018-148362,Karen Ferguson,216.0
US-2018-148362,Karen Ferguson,216.0
US-2018-148362,Karen Ferguson,216.0
CA-2015-135755,Nathan Cano,216.0
CA-2015-135755,Nathan Cano,216.0
CA-2016-146290,Stuart Van,216.0
CA-2016-161242,Catherine Glotzbach,216.0
CA-2018-111815,Emily Phan,216.0
CA-2018-111815,Emily Phan,216.0
US-2016-159513,John Dryer,216.0
CA-2018-111815,Unknown,215.0
CA-2018-111815,Unknown,215.0
US-2016-159513,Unknown,215.0
CA-2017-103947,Barry Blumstein,215.0
CA-2017-103947,Barry Blumstein,215.0
CA-2017-118514,Liz Carlisle,215.0
CA-2017-103947,Unknown,214.0
CA-2017-103947,Unknown,214.0
CA-2017-118514,Unknown,214.0
CA-2015-141817,Mick Brown,214.0
US-2017-151862,Odella Nelson,214.0
CA-2018-111815,Emily Phan,214.0
CA-2018-111815,Emily Phan,214.0
US-2016-159513,John Dryer,214.0
CA-2015-123400,Eric Barreto,213.0
CA-2015-123400,Eric Barreto,213.0
CA-2017-103947,Barry Blumstein,213.0
CA-2017-103947,Barry Blumstein,213.0
CA-2017-118514,Liz Carlisle,213.0
CA-2015-141817,Unknown,213.0
US-2017-151862,Unknown,213.0
CA-2016-146262,Victoria Wilson,213.0
CA-2016-146262,Victoria Wilson,213.0
CA-2016-146262,Victoria Wilson,213.0
CA-2016-146262,Victoria Wilson,213.0
CA-2016-146262,Victoria Wilson,213.0
CA-2016-146262,Unknown,212.0
CA-2016-146262,Unknown,212.0
CA-2016-146262,Unknown,212.0
CA-2016-146262,Unknown,212.0
CA-2016-146262,Unknown,212.0
CA-2015-123400,Unknown,212.0
CA-2015-123400,Unknown,212.0
CA-2015-141817,Mick Brown,212.0
US-2017-151862,Odella Nelson,212.0
CA-2016-146262,Victoria Wilson,211.0
CA-2016-146262,Victoria Wilson,211.0
CA-2016-146262,Victoria Wilson,211.0
CA-2016-146262,Victoria Wilson,211.0
CA-2016-146262,Victoria Wilson,211.0
CA-2015-123400,Eric Barreto,211.0
CA-2015-123400,Eric Barreto,211.0
CA-2016-117898,Tim Brockman,195.0
CA-2015-122749,Nathan Gelder,195.0
CA-2018-148691,Chuck Sachs,195.0
CA-2018-148691,Chuck Sachs,195.0
CA-2018-148691,Chuck Sachs,195.0
CA-2018-148691,Chuck Sachs,195.0
CA-2018-105235,Suzanne McNair,195.0
CA-2018-105235,Suzanne McNair,195.0
CA-2018-105235,Suzanne McNair,195.0
CA-2017-161025,Gary McGarr,195.0
CA-2015-122749,Unknown,194.0
CA-2018-148691,Unknown,194.0
CA-2018-148691,Unknown,194.0
CA-2018-148691,Unknown,194.0
CA-2018-148691,Unknown,194.0
CA-2018-105235,Unknown,194.0
CA-2018-105235,Unknown,194.0
CA-2018-105235,Unknown,194.0
CA-2017-161025,Unknown,194.0
CA-2016-117898,Unknown,194.0
US-2016-149692,Katrina Willman,194.0
CA-2018-121615,Daniel Lacy,194.0
CA-2018-121615,Daniel Lacy,194.0
CA-2018-121615,Daniel Lacy,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
US-2017-169040,Greg Tran,194.0
CA-2016-144386,Grant Thornton,194.0
CA-2016-161718,Sean O'Donnell,194.0
CA-2016-161718,Sean O'Donnell,194.0
CA-2016-161718,Sean O'Donnell,194.0
CA-2016-161718,Sean O'Donnell,194.0
CA-2017-160136,Patrick Jones,194.0
CA-2018-135419,Bruce Geld,194.0
CA-2018-118003,Doug O'Connell,194.0
CA-2018-118003,Doug O'Connell,194.0
CA-2018-118003,Doug O'Connell,194.0
CA-2017-162390,Dave Poirier,194.0
CA-2017-162390,Dave Poirier,194.0
CA-2017-162390,Dave Poirier,194.0
CA-2018-106691,Christopher Conant,193.0
CA-2018-150504,Harry Greene,193.0
CA-2015-122749,Nathan Gelder,193.0
CA-2018-148691,Chuck Sachs,193.0
CA-2018-148691,Chuck Sachs,193.0
CA-2018-148691,Chuck Sachs,193.0
CA-2018-148691,Chuck Sachs,193.0
CA-2018-105235,Suzanne McNair,193.0
CA-2018-105235,Suzanne McNair,193.0
CA-2018-105235,Suzanne McNair,193.0
CA-2017-161025,Gary McGarr,193.0
CA-2016-117898,Tim Brockman,193.0
US-2016-149692,Unknown,193.0
CA-2018-121615,Unknown,193.0
CA-2018-121615,Unknown,193.0
CA-2018-121615,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
US-2017-169040,Unknown,193.0
CA-2016-144386,Unknown,193.0
CA-2016-161718,Unknown,193.0
CA-2016-161718,Unknown,193.0
CA-2016-161718,Unknown,193.0
CA-2016-161718,Unknown,193.0
CA-2017-160136,Unknown,193.0
CA-2018-135419,Unknown,193.0
CA-2018-118003,Unknown,193.0
CA-2018-118003,Unknown,193.0
CA-2018-118003,Unknown,193.0
CA-2017-162390,Unknown,193.0
CA-2017-162390,Unknown,193.0
CA-2017-162390,Unknown,193.0
US-2018-109484,Roger Barcio,193.0
CA-2016-125178,Mary Zewe,193.0
US-2016-148817,Keith Dawkins,193.0
US-2016-148817,Keith Dawkins,193.0
CA-2018-149853,Patrick O'Brill,193.0
CA-2018-149853,Patrick O'Brill,193.0
US-2015-155817,Sara Luxemburg,193.0
US-2015-155817,Sara Luxemburg,193.0
CA-2015-132227,Sam Zeldin,193.0
US-2018-109484,Unknown,192.0
CA-2016-125178,Unknown,192.0
US-2016-148817,Unknown,192.0
US-2016-148817,Unknown,192.0
CA-2018-149853,Unknown,192.0
CA-2018-149853,Unknown,192.0
US-2015-155817,Unknown,192.0
US-2015-155817,Unknown,192.0
CA-2015-132227,Unknown,192.0
CA-2018-106691,Unknown,192.0
CA-2018-150504,Unknown,192.0
CA-2018-135860,Joseph Holt,192.0
CA-2018-135860,Joseph Holt,192.0
CA-2018-135860,Joseph Holt,192.0
CA-2018-135860,Joseph Holt,192.0
CA-2018-135860,Joseph Holt,192.0
US-2017-100566,Julie Kriz,192.0
US-2017-108455,Mike Kennedy,192.0
US-2017-108455,Mike Kennedy,192.0
US-2017-108455,Mike Kennedy,192.0
CA-2016-130204,David Bremer,192.0
CA-2016-130204,David Bremer,192.0
CA-2016-130204,David Bremer,192.0
CA-2017-136434,Rick Duston,192.0
CA-2017-159737,Carlos Soltero,192.0
US-2017-148110,Anthony Rawles,192.0
CA-2015-131527,Toby Braunhardt,192.0
CA-2018-120705,Michael Grace,192.0
US-2018-136868,Cyra Reiten,192.0
US-2018-136868,Cyra Reiten,192.0
US-2018-136868,Cyra Reiten,192.0
CA-2016-162621,Cathy Armstrong,192.0
CA-2016-162621,Cathy Armstrong,192.0
CA-2016-162621,Cathy Armstrong,192.0
CA-2017-133319,Mark Van Huff,192.0
CA-2017-163804,Deborah Brumfield,192.0
CA-2017-163804,Deborah Brumfield,192.0
CA-2017-163804,Deborah Brumfield,192.0
CA-2018-165715,Barry Gonzalez,192.0
US-2017-152373,Pete Takahito,192.0
CA-2017-162383,Maribeth Dona,192.0
CA-2017-162383,Maribeth Dona,192.0
CA-2017-162383,Maribeth Dona,192.0
CA-2017-143154,Alan Schoenberger,192.0
CA-2018-103968,Max Ludwig,192.0
US-2016-149692,Katrina Willman,192.0
CA-2018-121615,Daniel Lacy,192.0
CA-2018-121615,Daniel Lacy,192.0
CA-2018-121615,Daniel Lacy,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
US-2017-169040,Greg Tran,192.0
CA-2016-161718,Sean O'Donnell,192.0
CA-2016-161718,Sean O'Donnell,192.0
CA-2016-161718,Sean O'Donnell,192.0
CA-2016-161718,Sean O'Donnell,192.0
CA-2017-160136,Patrick Jones,192.0
CA-2018-135419,Bruce Geld,192.0
CA-2018-118003,Doug O'Connell,192.0
CA-2018-118003,Doug O'Connell,192.0
CA-2018-118003,Doug O'Connell,192.0
CA-2017-162390,Dave Poirier,192.0
CA-2017-162390,Dave Poirier,192.0
CA-2017-162390,Dave Poirier,192.0
CA-2015-110065,Stephanie Phelps,191.0
CA-2016-169572,Andy Gerbode,191.0
US-2017-102232,Maureen Fritzler,191.0
US-2018-109484,Roger Barcio,191.0
CA-2016-125178,Mary Zewe,191.0
US-2016-148817,Keith Dawkins,191.0
US-2016-148817,Keith Dawkins,191.0
CA-2018-149853,Patrick O'Brill,191.0
CA-2018-149853,Patrick O'Brill,191.0
US-2015-155817,Sara Luxemburg,191.0
US-2015-155817,Sara Luxemburg,191.0
CA-2015-132227,Sam Zeldin,191.0
CA-2018-106691,Christopher Conant,191.0
CA-2018-150504,Harry Greene,191.0
CA-2018-135860,Unknown,191.0
CA-2018-135860,Unknown,191.0
CA-2018-135860,Unknown,191.0
CA-2018-135860,Unknown,191.0
CA-2018-135860,Unknown,191.0
US-2017-100566,Unknown,191.0
US-2017-108455,Unknown,191.0
US-2017-108455,Unknown,191.0
US-2017-108455,Unknown,191.0
CA-2016-130204,Unknown,191.0
CA-2016-130204,Unknown,191.0
CA-2016-130204,Unknown,191.0
CA-2017-136434,Unknown,191.0
CA-2017-159737,Unknown,191.0
US-2017-148110,Unknown,191.0
CA-2015-131527,Unknown,191.0
CA-2018-120705,Unknown,191.0
US-2018-136868,Unknown,191.0
US-2018-136868,Unknown,191.0
US-2018-136868,Unknown,191.0
CA-2016-162621,Unknown,191.0
CA-2016-162621,Unknown,191.0
CA-2016-162621,Unknown,191.0
CA-2017-133319,Unknown,191.0
CA-2017-163804,Unknown,191.0
CA-2017-163804,Unknown,191.0
CA-2017-163804,Unknown,191.0
CA-2018-165715,Unknown,191.0
US-2017-152373,Unknown,191.0
CA-2017-162383,Unknown,191.0
CA-2017-162383,Unknown,191.0
CA-2017-162383,Unknown,191.0
CA-2017-143154,Unknown,191.0
CA-2018-103968,Unknown,191.0
CA-2015-134313,Russell Applegate,191.0
CA-2015-134313,Russell Applegate,191.0
CA-2016-104493,Ed Braxton,191.0
CA-2016-138002,Beth Thompson,191.0
CA-2016-138002,Beth Thompson,191.0
US-2016-137008,Jennifer Patt,191.0
US-2016-137008,Jennifer Patt,191.0
US-2016-137008,Jennifer Patt,191.0
CA-2017-129196,Xylona Preis,191.0
CA-2018-117394,Michael Moore,191.0
CA-2018-117261,Tiffany House,191.0
CA-2017-123932,Yoseph Carroll,191.0
CA-2017-123932,Yoseph Carroll,191.0
CA-2015-150490,Sonia Sunley,191.0
CA-2015-150490,Sonia Sunley,191.0
CA-2015-150490,Sonia Sunley,191.0
CA-2016-112214,Anna Häberlin,191.0
CA-2016-112214,Anna Häberlin,191.0
CA-2016-112214,Anna Häberlin,191.0
CA-2016-112214,Anna Häberlin,191.0
US-2016-109015,Brendan Sweed,191.0
US-2016-109015,Brendan Sweed,191.0
CA-2015-110065,Stephanie Phelps,191.0
CA-2015-134313,Unknown,190.0
CA-2015-134313,Unknown,190.0
CA-2016-104493,Unknown,190.0
CA-2016-138002,Unknown,190.0
CA-2016-138002,Unknown,190.0
US-2016-137008,Unknown,190.0
US-2016-137008,Unknown,190.0
US-2016-137008,Unknown,190.0
CA-2017-129196,Unknown,190.0
CA-2018-117394,Unknown,190.0
CA-2018-117261,Unknown,190.0
CA-2017-123932,Unknown,190.0
CA-2017-123932,Unknown,190.0
CA-2015-150490,Unknown,190.0
CA-2015-150490,Unknown,190.0
CA-2015-150490,Unknown,190.0
CA-2016-112214,Unknown,190.0
CA-2016-112214,Unknown,190.0
CA-2016-112214,Unknown,190.0
CA-2016-112214,Unknown,190.0
US-2016-109015,Unknown,190.0
US-2016-109015,Unknown,190.0
CA-2015-110065,Unknown,190.0
CA-2015-110065,Unknown,190.0
CA-2016-169572,Unknown,190.0
US-2017-102232,Unknown,190.0
CA-2016-128139,Bruce Degenhardt,190.0
CA-2016-128139,Bruce Degenhardt,190.0
CA-2018-123981,Rob Williams,190.0
CA-2018-117807,Dave Kipp,190.0
US-2018-129777,Frank Merwin,190.0
US-2018-129777,Frank Merwin,190.0
CA-2015-107139,Dennis Pardue,190.0
CA-2018-105914,Paul Van Hugh,190.0
CA-2018-105914,Paul Van Hugh,190.0
CA-2018-141117,Juliana Krohn,190.0
CA-2018-141117,Juliana Krohn,190.0
CA-2018-141117,Juliana Krohn,190.0
CA-2018-141117,Juliana Krohn,190.0
CA-2018-151981,Gary Mitchum,190.0
CA-2018-151981,Gary Mitchum,190.0
CA-2018-151981,Gary Mitchum,190.0
US-2018-166233,Michael Oakman,190.0
US-2016-158911,Roland Schwarz,190.0
US-2016-158911,Roland Schwarz,190.0
CA-2018-135860,Joseph Holt,190.0
CA-2018-135860,Joseph Holt,190.0
CA-2018-135860,Joseph Holt,190.0
CA-2018-135860,Joseph Holt,190.0
CA-2018-135860,Joseph Holt,190.0
US-2017-100566,Julie Kriz,190.0
US-2017-108455,Mike Kennedy,190.0
US-2017-108455,Mike Kennedy,190.0
US-2017-108455,Mike Kennedy,190.0
CA-2016-130204,David Bremer,190.0
CA-2016-130204,David Bremer,190.0
CA-2016-130204,David Bremer,190.0
CA-2017-136434,Rick Duston,190.0
CA-2017-159737,Carlos Soltero,190.0
US-2017-148110,Anthony Rawles,190.0
CA-2015-131527,Toby Braunhardt,190.0
CA-2018-120705,Michael Grace,190.0
US-2018-136868,Cyra Reiten,190.0
US-2018-136868,Cyra Reiten,190.0
US-2018-136868,Cyra Reiten,190.0
CA-2016-162621,Cathy Armstrong,190.0
CA-2016-162621,Cathy Armstrong,190.0
CA-2016-162621,Cathy Armstrong,190.0
CA-2017-133319,Mark Van Huff,190.0
CA-2017-163804,Deborah Brumfield,190.0
CA-2017-163804,Deborah Brumfield,190.0
CA-2017-163804,Deborah Brumfield,190.0
CA-2018-165715,Barry Gonzalez,190.0
US-2017-152373,Pete Takahito,190.0
CA-2017-162383,Maribeth Dona,190.0
CA-2017-162383,Maribeth Dona,190.0
CA-2017-162383,Maribeth Dona,190.0
CA-2017-143154,Alan Schoenberger,190.0
CA-2018-103968,Max Ludwig,190.0
CA-2018-113908,Katherine Nockton,189.0
CA-2018-113908,Katherine Nockton,189.0
CA-2018-113908,Katherine Nockton,189.0
CA-2017-144764,Rob Lucas,189.0
CA-2017-144764,Rob Lucas,189.0
CA-2017-144764,Rob Lucas,189.0
CA-2016-116260,Barbara Fisher,189.0
CA-2015-147543,Becky Castell,189.0
CA-2018-111220,Jill Stevenson,189.0
CA-2018-111220,Jill Stevenson,189.0
CA-2018-111220,Jill Stevenson,189.0
CA-2017-166429,Toby Gnade,189.0
CA-2015-106971,Bryan Mills,189.0
CA-2015-134313,Russell Applegate,189.0
CA-2015-134313,Russell Applegate,189.0
CA-2016-104493,Ed Braxton,189.0
CA-2016-138002,Beth Thompson,189.0
CA-2016-138002,Beth Thompson,189.0
US-2016-137008,Jennifer Patt,189.0
US-2016-137008,Jennifer Patt,189.0
US-2016-137008,Jennifer Patt,189.0
CA-2017-129196,Xylona Preis,189.0
CA-2018-117394,Michael Moore,189.0
CA-2018-117261,Tiffany House,189.0
CA-2017-123932,Yoseph Carroll,189.0
CA-2017-123932,Yoseph Carroll,189.0
CA-2015-150490,Sonia Sunley,189.0
CA-2015-150490,Sonia Sunley,189.0
CA-2015-150490,Sonia Sunley,189.0
CA-2016-112214,Anna Häberlin,189.0
CA-2016-112214,Anna Häberlin,189.0
CA-2016-112214,Anna Häberlin,189.0
CA-2016-112214,Anna Häberlin,189.0
US-2016-109015,Brendan Sweed,189.0
US-2016-109015,Brendan Sweed,189.0
CA-2015-110065,Stephanie Phelps,189.0
CA-2015-110065,Stephanie Phelps,189.0
CA-2016-169572,Andy Gerbode,189.0
US-2017-102232,Maureen Fritzler,189.0
CA-2016-128139,Unknown,189.0
CA-2016-128139,Unknown,189.0
CA-2018-123981,Unknown,189.0
CA-2018-117807,Unknown,189.0
US-2018-129777,Unknown,189.0
US-2018-129777,Unknown,189.0
CA-2015-107139,Unknown,189.0
CA-2018-105914,Unknown,189.0
CA-2018-105914,Unknown,189.0
CA-2018-141117,Unknown,189.0
CA-2018-141117,Unknown,189.0
CA-2018-141117,Unknown,189.0
CA-2018-141117,Unknown,189.0
CA-2018-151981,Unknown,189.0
